1,1,661.7,384.4,96.69999999999993,200.20000000000005,1,1,1.0
1,2,587.17,351.07,53.379999999999995,151.25,1,1,1.0
1,3,669.37,335.9,52.14999999999998,117.91000000000003,1,1,1.0
1,4,802.81,328.19,63.73000000000002,133.32,1,1,1.0
1,5,940.91,360.89,67.08000000000004,144.93,1,1,1.0
1,6,1149.21,366.83,108.31999999999994,213.90000000000003,1,1,1.0
2,1,662.37,384.4,96.70000000000005,200.20000000000005,1,1,1.0
2,2,587.17,351.07,54.60000000000002,151.25,1,1,1.0
2,3,670.24,333.57,48.48000000000002,118.98000000000002,1,1,1.0
2,4,802.82,328.06,64.4799999999999,133.31,1,1,1.0
2,5,941.11,360.07,67.09000000000003,144.93,1,1,1.0
2,6,1147.77,366.83,108.31999999999994,213.90000000000003,1,1,1.0
3,1,663.03,384.4,96.70000000000005,200.20000000000005,1,1,1.0
3,2,587.17,351.07,55.83000000000004,151.25,1,1,1.0
3,7,742.64,348.66,77.58000000000004,170.03000000000003,1,1,1.0
3,3,670.51,333.94,47.799999999999955,115.00999999999999,1,1,1.0
3,4,802.83,327.93,65.2299999999999,133.31,1,1,1.0
3,5,941.32,359.25,67.07999999999993,144.93,1,1,1.0
3,6,1146.33,366.83,108.32000000000016,213.90000000000003,1,1,1.0
4,1,663.7,384.4,96.69999999999993,200.20000000000005,1,1,1.0
4,2,587.17,351.07,57.05000000000007,151.25,1,1,1.0
4,7,743.51,348.66,77.57000000000005,170.03000000000003,1,1,1.0
4,3,671.26,335.66,49.00999999999999,115.50999999999999,1,1,1.0
4,4,802.85,327.79,65.95999999999992,133.32,1,1,1.0
4,5,941.52,358.43,67.09000000000003,144.93,1,1,1.0
4,8,973.68,334.78,57.870000000000005,125.97000000000003,1,1,1.0
4,6,1144.89,366.83,108.31999999999994,213.90000000000003,1,1,1.0
5,1,664.37,384.4,96.70000000000005,200.20000000000005,1,1,1.0
5,2,587.17,351.07,58.280000000000086,151.25,1,1,1.0
5,7,744.37,348.66,77.57000000000005,170.03000000000003,1,1,1.0
5,3,671.73,335.66,49.01999999999998,115.50999999999999,1,1,1.0
5,4,802.86,327.66,66.71000000000004,133.31,1,1,1.0
5,5,941.73,357.62,67.07999999999993,144.92000000000002,1,1,1.0
5,8,972.81,334.78,58.74000000000001,125.97000000000003,1,1,1.0
5,6,1143.45,366.83,108.31999999999994,213.90000000000003,1,1,1.0
6,1,665.04,384.4,96.70000000000005,200.20000000000005,1,1,1.0
6,2,587.17,351.07,59.5,151.25,1,1,1.0
6,7,745.23,348.66,77.56999999999994,170.03000000000003,1,1,1.0
6,3,672.21,335.66,49.00999999999999,115.50999999999999,1,1,1.0
6,4,802.87,327.53,67.46000000000004,133.31,1,1,1.0
6,5,941.93,356.8,67.09000000000003,144.92000000000002,1,1,1.0
6,8,971.94,334.78,59.6099999999999,125.97000000000003,1,1,1.0
6,6,1142.01,366.83,108.31999999999994,213.90000000000003,1,1,1.0
7,1,665.7,384.4,96.69999999999993,200.20000000000005,1,1,1.0
7,2,587.17,351.07,60.73000000000002,151.25,1,1,1.0
7,7,746.09,348.66,77.57999999999993,170.03000000000003,1,1,1.0
7,3,672.68,335.66,49.020000000000095,115.50999999999999,1,1,1.0
