1,1,226.85,342.18,97.87000000000003,196.83999999999997,1,1,1.0
1,2,278.01,332.17,90.07999999999998,161.25,1,1,1.0
1,3,412.57,333.28,78.95999999999998,160.14000000000004,1,1,1.0
1,4,584.94,333.28,52.26999999999998,141.23000000000002,1,1,1.0
1,5,505.99,327.72,90.06999999999994,206.85000000000002,1,1,1.0
1,6,632.76,327.72,88.97000000000003,165.7,1,1,1.0
1,7,705.05,344.4,70.06000000000006,131.23000000000002,1,1,1.0
1,8,790.68,324.38,102.31000000000006,236.88,1,1,1.0
1,9,846.28,329.94,63.389999999999986,183.50000000000006,1,1,1.0
2,1,225.85,342.07,97.87000000000003,196.82999999999998,1,1,1.0
2,2,277.45,332.17,88.30000000000001,161.25,1,1,1.0
2,3,412.57,332.86,78.95999999999998,160.14,1,1,1.0
2,4,584.89,332.97,52.26999999999998,141.23999999999995,1,1,1.0
2,5,505.88,327.66,90.07000000000005,206.84999999999997,1,1,1.0
2,6,631.65,327.28,88.97000000000003,165.70000000000005,1,1,1.0
2,7,705.05,344.34,70.06000000000006,131.23000000000002,1,1,1.0
2,8,788.68,323.83,102.31000000000006,236.87000000000006,1,1,1.0
2,9,846.28,329.72,63.389999999999986,183.49,1,1,1.0
3,1,224.85,341.96,97.87000000000003,196.82999999999998,1,1,1.0
3,2,276.9,332.17,86.51000000000005,161.25,1,1,1.0
3,3,412.57,332.45,78.95999999999998,160.14,1,1,1.0
3,4,584.83,332.67,52.26999999999998,141.22999999999996,1,1,1.0
3,5,505.76,327.61,90.08000000000004,206.85000000000002,1,1,1.0
3,6,630.54,326.83,88.96000000000004,165.7,1,1,1.0
3,7,705.05,344.28,70.06000000000006,131.23000000000002,1,1,1.0
3,8,786.67,323.27,102.32000000000005,236.87,1,1,1.0
3,9,846.28,329.5,63.389999999999986,183.49,1,1,1.0
4,1,223.85,341.84,97.85999999999999,196.83999999999997,1,1,1.0
4,2,276.34,332.18,84.73000000000002,161.24,1,1,1.0
4,3,412.57,332.03,78.95999999999998,160.14000000000004,1,1,1.0
4,4,584.78,332.36,52.25999999999999,141.24,1,1,1.0
4,5,505.65,327.55,90.08000000000004,206.84999999999997,1,1,1.0
4,6,629.43,326.39,88.96000000000004,165.7,1,1,1.0
4,7,705.05,344.22,70.06000000000006,131.22999999999996,1,1,1.0
4,8,784.67,322.72,102.31000000000006,236.87,1,1,1.0
